amount,tenure,score,group,target
555.67,18.4,58.766,gamma,877.27
224.79,,43.472,beta,810.3
373.13,15.0,70.164,alpha,675.1
427.11,37.4,29.216,alpha,1490.27
415.9,21.2,4.393,alpha,874.86
393.24,5.9,84.868,beta,1082.49
501.44,3.1,,beta,560.26
392.95,,28.61,beta,1339.41
207.51,23.9,65.939,beta,1041.79
655.97,13.3,44.164,beta,889.03
650.57,32.4,73.707,alpha,891.21
668.63,34.3,32.915,beta,1217.35
191.85,8.0,48.92,gamma,261.73
,18.4,-3.64,gamma,793.95
635.2,8.1,9.24,gamma,970.23
293.76,0.0,75.994,gamma,967.35
501.83,67.3,31.972,alpha,1626.33
,10.9,-6.138,alpha,915.6
868.43,7.8,8.44,beta,1247.56
884.9,1.1,35.276,beta,1452.91
167.13,,68.97,gamma,1167.65
998.79,3.9,29.983,gamma,831.55
316.95,14.8,71.97,gamma,678.88
696.13,25.5,84.387,alpha,1186.36
694.1,0.9,27.525,gamma,1411.26
300.86,12.2,78.041,gamma,1136.49
598.65,1.1,3.957,gamma,1308.36
478.49,4.9,35.681,beta,1647.99
610.87,62.5,0.732,alpha,1209.34
546.13,12.0,,alpha,724.84
739.27,8.4,-2.902,gamma,1012.77
515.08,26.3,1.523,gamma,1342.55
466.43,14.6,81.93,gamma,937.81
719.21,3.5,49.804,beta,1376.43
616.08,9.9,94.213,beta,983.27
646.36,10.3,49.18,alpha,1083.59
367.08,10.4,59.158,beta,912.31
290.95,4.9,10.293,alpha,1039.88
386.46,13.0,49.464,gamma,1053.11
375.84,6.8,32.383,gamma,597.86
657.24,30.0,92.458,alpha,889.6
695.2,3.8,92.731,gamma,691.7
468.97,13.4,11.835,gamma,898.22
786.18,12.8,58.214,beta,801.21
773.69,5.6,60.199,beta,1252.96
548.68,2.5,51.879,alpha,1255.85
335.62,1.1,3.676,gamma,1140.07
815.08,12.2,61.942,alpha,683.09
487.8,6.5,77.899,gamma,975.47
525.23,7.6,27.975,beta,663.2
432.08,6.0,46.601,gamma,963.18
322.04,1.7,2.796,beta,1161.86
206.27,7.3,92.376,gamma,1248.03
626.57,0.2,2.049,beta,1118.21
343.32,5.5,12.921,beta,1314.62
1111.91,8.7,22.833,beta,1064.94
282.79,28.4,80.837,gamma,941.61
248.52,1.7,67.072,beta,1218.42
602.03,10.8,-9.228,beta,1226.62
805.86,,10.192,beta,868.96
512.92,19.6,72.517,beta,1094.75
614.45,3.2,34.422,beta,926.42
131.29,6.3,-7.117,beta,497.85
364.5,15.0,96.031,alpha,1110.03
285.28,4.9,6.636,gamma,676.37
6342.850530715206,19.0,46.151,beta,1082.06
5903.943452061209,0.8,17.315,gamma,616.17
51.43,3.4,71.122,beta,820.08
235.56,0.3,75.44,beta,891.6
392.56,15.7,33.694,beta,1300.43
333.74,6.2,62.429,gamma,866.62
579.28,10.5,89.998,alpha,731.26
561.12,1.1,79.629,beta,1091.09
678.76,10.1,35.639,alpha,945.76
650.48,3.8,38.562,gamma,1197.64
728.16,12.7,87.557,beta,747.03
499.62,4.2,-6.219,gamma,1052.71
560.69,5.8,-7.491,alpha,1617.39
602.3,6.2,,alpha,940.18
528.33,67.0,81.038,beta,1046.68
420.56,23.7,6.853,alpha,584.74
433.51,0.2,21.381,beta,786.76
336.49,4.9,59.198,alpha,1114.93
584.32,26.1,10.267,alpha,917.53
481.2,,23.343,alpha,1153.61
367.37,,,beta,1106.23
367.55,3.0,15.092,gamma,670.49
257.92,1.1,99.166,beta,1253.83
695.77,3.5,7.979,alpha,689.33
515.72,38.1,83.493,alpha,808.77
327.44,9.8,41.711,gamma,1057.37
661.71,6.5,4.204,gamma,1391.76
387.91,11.9,3.033,beta,749.03
218.7,13.6,45.033,beta,1036.92
704.24,13.7,28.887,beta,1039.01
392.58,4.9,15.806,gamma,1164.34
418.22,59.2,95.483,gamma,1296.01
508.24,3.0,40.972,alpha,898.98
7278.066373654966,25.0,92.169,beta,1252.96
504.01,6.6,8.04,gamma,1332.58
260.18,10.4,10.181,beta,1445.99
608.78,11.8,55.563,gamma,1125.48
403.0,2.1,19.686,gamma,1039.36
877.58,3.9,10.343,alpha,881.35
499.78,12.8,0.415,beta,635.25
52.99,20.4,-1.61,beta,930.51
571.47,10.6,72.849,alpha,1028.08
888.92,29.1,21.038,beta,972.63
815.18,7.2,97.626,alpha,1149.43
866.19,5.6,10.143,beta,636.46
296.05,21.0,28.989,beta,954.51
682.43,0.5,31.24,beta,1498.69
,20.2,45.017,beta,1248.9
,3.5,85.77,gamma,1154.05
,11.6,81.825,gamma,1097.67
371.11,0.2,-8.905,gamma,908.64
364.75,4.7,35.018,alpha,561.48
679.71,34.4,81.073,gamma,1114.28
660.14,14.4,-9.978,gamma,387.89
555.36,4.0,48.7,gamma,918.61
229.92,2.4,18.542,gamma,999.09
7764.459179509566,6.1,,gamma,888.2
350.78,2.9,36.234,gamma,1542.85
673.94,25.9,33.093,gamma,1456.09
735.64,12.4,88.115,beta,1258.2
711.28,,49.011,beta,768.67
348.96,27.5,89.412,beta,1480.35
,12.0,69.942,gamma,1154.74
146.61,60.5,28.623,beta,764.51
784.33,5.3,44.292,beta,1008.18
419.75,11.4,32.884,gamma,1239.64
349.86,3.2,81.143,alpha,850.28
828.53,9.4,10.636,gamma,1035.13
753.03,6.8,93.005,beta,1079.12
504.89,2.4,53.847,gamma,724.79
441.32,3.8,57.293,alpha,932.48
473.58,5.3,46.848,alpha,743.63
545.43,8.5,50.995,gamma,1217.17
820.01,14.5,63.444,gamma,772.99
584.49,5.0,62.054,beta,1072.95
645.21,3.1,,beta,652.46
733.85,23.7,54.068,beta,716.64
266.06,33.4,29.009,beta,704.53
650.97,7.3,60.073,alpha,927.61
441.09,7.3,50.262,beta,1045.1
3.22,0.7,9.765,beta,1091.19
74.37,3.8,,alpha,556.94
296.38,3.4,40.271,beta,957.84
606.24,10.1,50.659,gamma,812.36
522.76,1.6,63.991,gamma,1133.54
536.87,4.8,61.816,beta,933.09
890.19,15.4,72.382,beta,979.79
246.18,13.5,12.743,alpha,813.76
494.51,4.3,2.143,beta,1431.16
560.89,1.7,63.61,beta,679.11
352.75,4.7,15.958,alpha,900.07
505.67,8.5,2.607,alpha,1026.9
180.01,9.3,4.436,beta,937.16
781.98,1.2,24.408,gamma,809.02
363.68,5.6,99.097,beta,547.08
906.28,22.4,7.299,gamma,827.12
493.51,34.8,,gamma,760.15
705.61,35.6,91.281,gamma,1419.81
489.34,1.0,95.964,gamma,1566.17
493.85,31.6,15.173,beta,987.3
383.19,19.1,,gamma,648.81
523.82,12.5,5.281,alpha,1184.51
,7.9,73.769,alpha,754.73
343.15,3.3,-8.569,beta,862.71
474.99,10.7,34.728,alpha,842.79
377.98,1.5,17.207,gamma,874.87
959.93,0.8,67.441,gamma,911.32
8316.090627254132,30.2,-8.234,alpha,671.62
809.05,3.4,41.139,gamma,824.5
7580.240040024185,27.9,66.64,alpha,1254.99
551.86,2.1,-4.862,alpha,991.61
235.73,3.6,88.714,gamma,1031.33
410.59,2.5,29.732,gamma,441.94
542.11,6.5,8.179,gamma,1236.95
817.2,23.3,14.801,beta,828.62
544.4,28.2,27.28,beta,1280.99
776.74,8.0,11.821,alpha,1038.57
628.15,13.3,46.164,gamma,859.49
825.48,,59.622,gamma,580.55
488.19,1.1,37.677,beta,1543.71
978.04,19.9,36.974,gamma,1200.81
402.92,6.2,75.987,beta,1215.77
346.71,17.0,23.112,gamma,1454.71
257.99,6.5,58.505,beta,1056.02
966.2,,88.221,alpha,1338.1
663.89,11.7,14.367,beta,880.36
433.18,7.3,58.189,beta,1184.39
749.8,6.0,94.277,alpha,842.48
637.54,6.0,48.277,gamma,874.04
893.23,1.8,97.459,alpha,1024.25
,14.5,24.105,gamma,683.15
446.93,2.0,52.072,gamma,1082.36
407.5,2.8,24.214,beta,922.01
105.26,6.5,-9.591,beta,503.11
712.07,6.6,99.704,beta,885.58
445.92,5.7,,gamma,913.74
647.93,20.9,97.041,alpha,1213.21
971.95,,61.834,beta,1071.3
429.35,25.1,89.433,beta,1361.87
415.77,10.7,96.392,alpha,1130.03
523.73,9.8,52.461,gamma,861.51
697.45,11.4,99.966,beta,985.41
386.66,2.8,74.406,alpha,912.99
373.81,11.0,47.62,alpha,1121.99
711.44,19.8,62.044,alpha,1014.96
575.73,13.6,11.37,beta,842.86
91.05,1.1,,beta,1002.15
254.92,5.7,18.247,beta,1115.3
800.25,0.3,37.847,beta,748.39
,5.4,15.086,beta,1079.25
347.56,1.9,,beta,605.33
465.92,7.4,62.374,alpha,1276.39
502.65,0.4,62.137,alpha,1131.8
,32.7,88.314,gamma,1407.32
228.35,4.7,96.295,gamma,720.85
331.81,17.3,87.976,alpha,1283.36
554.59,3.0,58.219,alpha,1233.95
480.03,15.3,12.634,beta,954.44
9829.462312948934,5.2,93.78,beta,905.84
254.1,11.5,9.235,beta,728.71
571.43,32.9,6.657,beta,663.55
718.32,13.1,24.933,alpha,812.19
597.36,1.7,53.097,beta,686.06
527.82,26.9,64.962,gamma,1398.93
480.82,15.9,-8.538,beta,624.49
,23.5,75.582,gamma,1037.22
485.6,27.3,9.252,gamma,1108.93
751.94,3.6,22.613,gamma,1089.37
476.19,4.8,25.43,beta,1111.32
7632.446882950904,17.2,26.569,beta,1236.6
401.55,0.7,73.64,beta,888.52
540.17,4.5,-5.496,alpha,1021.89
425.3,5.2,11.617,beta,926.61
597.06,24.2,-7.545,alpha,1325.63
604.57,34.2,75.613,beta,1524.97
677.8,1.9,98.209,alpha,701.52
784.71,8.3,62.55,beta,492.22
699.17,15.7,54.915,gamma,1142.28
313.15,5.0,89.887,beta,1267.59
319.29,9.1,18.045,gamma,1489.24
484.85,3.1,,beta,1184.47
409.76,17.5,46.097,gamma,1348.95
272.33,17.0,18.638,alpha,1415.02
411.66,6.8,39.619,gamma,1366.19
405.1,5.2,,gamma,1220.29
365.63,3.7,25.072,gamma,679.45
436.84,,43.496,alpha,997.91
735.69,9.7,31.817,gamma,1075.01
539.85,25.0,2.437,gamma,975.05
994.36,1.6,85.34,alpha,990.47
534.1,6.3,67.14,beta,1391.81
441.99,25.6,-5.456,beta,810.79
500.83,20.2,2.737,alpha,1199.76
551.3,15.6,0.617,beta,1079.11
587.05,0.2,-3.208,beta,785.62
915.34,13.5,-3.504,alpha,730.85
330.94,4.3,7.282,beta,574.67
671.81,17.2,83.266,beta,1121.39
541.55,3.0,81.106,gamma,984.19
185.78,0.0,76.146,alpha,793.56
654.14,8.4,57.618,gamma,530.97
753.52,4.1,69.584,gamma,1108.18
328.56,10.6,71.233,gamma,956.57
498.21,3.9,87.824,alpha,821.58
154.93,18.0,70.558,beta,758.99
248.24,8.3,71.011,beta,940.36
709.61,3.5,78.449,gamma,1117.5
406.72,15.2,51.199,gamma,917.5
278.24,28.6,13.433,beta,702.87
5730.935414503679,27.3,-0.7,alpha,985.47
395.52,45.7,36.095,gamma,1261.39
405.84,14.1,0.085,beta,1010.07
647.87,11.4,8.623,alpha,1017.11
267.65,0.9,,gamma,918.58
318.93,3.0,23.023,gamma,777.58
,4.4,96.7,beta,769.28
693.88,9.2,31.682,beta,584.54
747.63,20.7,16.498,beta,1295.31
366.99,7.3,34.379,alpha,1115.61
687.48,3.4,23.147,gamma,1020.62
343.17,6.0,,gamma,1073.9
865.24,0.4,59.791,gamma,1084.88
273.25,3.7,-6.992,gamma,816.36
765.7,0.5,46.246,beta,918.68
368.7,8.8,-6.018,gamma,881.45
902.65,31.5,64.51,gamma,1627.86
618.26,6.5,92.939,alpha,1255.05
296.8,,89.824,beta,1041.97
395.55,14.0,12.628,beta,1341.5
656.24,11.6,71.691,beta,1309.92
710.53,21.6,77.237,gamma,654.87
485.86,10.1,85.08,beta,944.29
6205.051499173049,11.7,18.556,alpha,995.92
651.67,5.0,39.592,alpha,1152.88
526.36,16.3,14.365,gamma,944.0
241.3,2.6,-7.326,gamma,975.37
337.41,15.0,62.491,beta,884.66
547.02,46.2,37.461,beta,1262.23
743.1,3.6,17.293,alpha,639.16
823.2,16.3,83.181,alpha,893.16
655.91,16.9,44.525,gamma,539.08
,0.9,99.412,beta,742.59
649.76,13.4,77.269,alpha,1079.29
366.65,8.6,85.613,beta,1084.04
,7.6,75.067,gamma,921.7
335.17,25.0,1.652,beta,1281.0
,4.6,-2.847,gamma,1338.51
566.71,46.2,90.659,beta,982.69
537.1,8.5,5.202,beta,1062.61
637.53,1.0,33.035,gamma,886.86
609.22,1.1,57.09,beta,1156.72
548.53,20.7,13.309,alpha,701.48
611.32,17.4,14.781,beta,1448.96
491.46,14.4,41.287,beta,1285.0
582.58,1.1,29.698,beta,700.27
354.77,12.1,64.423,beta,802.75
573.94,66.3,-1.742,gamma,1105.31
633.68,17.2,43.763,beta,915.44
366.06,3.4,9.169,alpha,1136.15
510.37,18.0,56.74,alpha,910.15
375.28,0.9,2.783,beta,1381.2
394.7,4.4,11.74,gamma,1002.08
275.01,28.6,78.428,alpha,1605.14
753.15,,15.868,beta,1150.67
713.14,18.0,71.077,beta,662.65
607.49,,,gamma,1521.62
894.44,24.3,15.853,gamma,1274.67
462.15,4.1,22.907,alpha,1095.04
1106.35,33.1,86.903,alpha,1161.66
454.49,18.6,33.688,gamma,702.74
551.04,1.1,16.814,alpha,548.91
420.44,20.1,49.03,beta,989.56
574.47,10.0,32.421,alpha,1344.69
667.12,9.8,76.922,gamma,1098.93
477.22,20.4,98.949,alpha,1427.29
855.34,5.3,47.923,beta,1330.31
547.83,0.9,39.692,beta,1005.15
554.1,38.9,27.734,alpha,1295.94
318.2,38.9,97.067,gamma,1380.65
583.7,17.9,43.161,beta,979.95
473.19,18.5,9.58,beta,946.56
378.35,,96.614,alpha,1035.11
344.71,59.1,95.697,alpha,397.02
1034.35,1.1,37.93,alpha,1070.11
447.3,0.6,28.3,beta,1180.11
208.6,3.8,64.848,gamma,1036.13
360.36,10.8,81.182,gamma,1086.17
489.69,17.3,44.839,gamma,989.13
609.33,8.8,26.389,beta,500.74
610.96,13.4,23.153,alpha,1415.65
,7.2,25.926,alpha,908.04
6507.716964811401,7.7,2.984,gamma,845.56
568.09,5.5,75.648,gamma,1339.5
324.79,11.2,1.546,beta,1244.68
376.07,,33.815,alpha,1068.27
316.46,1.0,,gamma,1192.34
262.32,8.3,34.452,gamma,711.25
712.84,5.2,22.424,alpha,979.78
637.72,5.3,94.308,gamma,1323.7
695.33,,3.92,beta,830.71
507.86,66.3,87.334,gamma,750.42
655.36,11.5,-3.172,beta,1019.65
147.74,2.1,35.488,alpha,1025.51
672.62,18.4,59.489,beta,1161.89
535.42,9.8,30.704,alpha,655.46
625.42,,48.807,alpha,362.66
576.0,12.1,12.44,gamma,1230.31
302.59,1.4,52.594,gamma,729.25
6888.94982247823,12.7,4.801,beta,847.5
357.59,12.4,77.571,alpha,454.19
612.98,43.5,54.217,beta,1255.73
638.02,28.7,43.013,alpha,1087.58
,52.2,-3.987,beta,1077.55
303.78,34.2,44.975,beta,1075.86
355.35,1.5,51.993,alpha,484.96
428.54,0.8,19.223,beta,753.71
227.59,25.1,64.535,beta,887.07
215.59,18.3,-1.556,gamma,812.81
335.63,1.2,12.956,gamma,932.12
517.25,1.7,71.13,gamma,1061.55
263.88,15.2,6.194,gamma,1251.61
476.84,7.1,17.01,alpha,629.95
711.71,16.3,61.594,beta,997.79
239.64,5.1,70.173,beta,1177.89
,3.5,-4.336,gamma,768.98
704.95,39.3,3.925,beta,951.79
416.35,4.8,39.073,gamma,1116.64
385.27,28.8,55.207,beta,1002.8
732.7,4.6,39.916,alpha,1168.55
438.76,0.0,61.178,gamma,1023.67
720.9,0.2,73.159,gamma,922.03
585.79,8.5,94.45,alpha,706.82
431.43,14.4,,alpha,1061.79
595.94,1.3,7.942,gamma,1024.99
564.09,5.7,19.049,alpha,751.79
704.18,6.7,6.298,alpha,1145.51
390.33,6.6,33.367,beta,1316.98
508.24,18.8,85.982,alpha,834.98
487.7,5.9,28.177,alpha,818.09
640.83,10.6,6.37,gamma,808.96
294.96,9.7,47.49,alpha,580.33
703.4,5.8,99.114,gamma,1501.12
593.27,1.6,10.7,beta,887.78
236.61,4.2,75.566,alpha,785.39
,0.0,80.569,alpha,718.31
946.82,7.0,34.147,beta,903.01
700.37,13.7,58.151,beta,826.2
785.4,11.5,37.561,gamma,1359.52
517.07,25.2,,alpha,687.82
167.7,9.9,36.873,beta,615.37
131.18,3.5,0.482,gamma,1137.95
551.02,3.2,67.765,alpha,973.2
381.6,15.7,,gamma,944.26
317.08,1.4,23.814,gamma,1139.91
487.45,1.3,52.312,alpha,1034.18
623.12,38.3,15.536,alpha,988.3
209.45,8.1,4.021,gamma,648.59
410.22,7.6,62.998,gamma,582.98
5148.912420545118,12.2,4.752,alpha,824.89
284.94,27.9,76.018,gamma,728.91
673.95,21.7,19.893,alpha,1067.3
403.05,8.0,80.036,alpha,550.32
609.16,15.9,30.536,beta,888.21
719.47,8.1,30.573,gamma,956.73
648.26,27.1,72.563,alpha,990.09
681.83,,,beta,1099.74
269.68,11.1,12.108,alpha,918.36
722.73,11.6,83.545,alpha,833.13
329.46,1.6,,gamma,1311.12
551.91,27.9,1.305,beta,919.99
551.65,36.4,35.76,gamma,1354.78
597.02,2.4,53.136,gamma,918.72
567.39,0.6,,gamma,995.93
331.24,6.5,81.917,alpha,965.31
230.03,5.8,49.555,gamma,1057.8
674.47,11.1,14.608,gamma,895.04
537.17,2.5,18.783,beta,1024.03
729.88,4.8,1.092,alpha,1382.7
491.05,8.4,70.952,alpha,1262.21
218.97,1.2,1.654,beta,1263.93
693.23,2.4,56.639,alpha,664.52
425.93,16.8,55.664,alpha,704.97
568.4,1.4,76.405,beta,1054.44
370.51,,-1.791,beta,1192.68
828.86,13.1,12.32,gamma,870.22
324.69,23.9,90.052,gamma,825.6
432.51,2.3,52.946,alpha,1348.46
521.49,4.9,40.346,alpha,1171.47
281.56,20.1,72.244,alpha,1264.5
566.1,7.2,89.278,alpha,889.64
822.38,48.5,18.931,beta,869.99
401.91,15.9,89.162,gamma,1237.22
579.03,53.8,,gamma,934.32
49.89,3.3,97.545,gamma,847.29
492.21,32.8,8.134,beta,771.7
437.39,1.9,19.286,beta,872.18
8452.869833020848,21.5,0.625,gamma,1218.77
716.29,10.3,78.404,alpha,622.58
434.75,0.3,98.266,beta,1157.26
464.5,,22.667,beta,822.95
424.56,15.0,,beta,947.42
,2.8,20.688,beta,963.44
273.6,2.4,7.031,beta,944.81
692.22,34.4,76.619,alpha,928.22
78.01,1.8,,gamma,888.91
346.74,6.6,96.455,gamma,857.14
420.06,4.2,92.005,gamma,1329.94
848.72,19.7,3.028,gamma,1006.26
653.72,24.7,48.248,beta,968.51
388.57,6.9,99.214,alpha,838.84
760.9,16.3,83.788,alpha,898.01
351.9,2.5,68.665,gamma,839.71
701.82,28.6,-7.529,alpha,1191.34
228.22,0.6,-2.478,beta,811.6
714.65,21.8,77.342,alpha,438.44
418.77,,31.409,alpha,1014.58
294.3,10.1,63.528,alpha,930.15
456.57,19.0,71.31,alpha,853.55
555.47,3.4,36.44,alpha,1227.89
401.05,12.1,5.772,beta,316.62
8299.898250823171,8.8,32.536,gamma,1394.06
383.4,11.3,85.815,alpha,1263.67
624.07,6.1,26.419,gamma,842.99
,1.3,-3.109,beta,887.3
487.82,,95.504,gamma,1126.1
411.72,,64.874,beta,1132.8
530.31,5.5,49.494,gamma,841.53
610.05,15.1,81.202,gamma,595.81
912.36,2.7,35.228,gamma,1528.42
687.88,35.1,,beta,1239.03
695.2,1.3,84.333,gamma,1039.21
1117.7,9.9,20.86,gamma,1043.94
603.19,36.4,30.815,alpha,1155.33
596.93,36.7,20.332,gamma,1185.27
640.8,3.5,,alpha,478.41
298.21,0.7,60.327,beta,912.28
411.22,6.5,47.476,alpha,886.29
398.77,2.5,96.242,gamma,959.64
629.52,7.3,41.95,gamma,1192.7
465.17,2.8,76.209,gamma,552.48
527.64,0.4,62.39,alpha,662.71
717.49,3.5,47.0,alpha,829.56
672.63,38.1,-5.37,beta,1038.59
467.66,1.6,62.324,alpha,1208.03
366.0,,60.685,beta,1407.83
5333.755236726087,6.5,3.736,alpha,928.41
654.78,15.5,77.551,beta,1207.62
,22.2,41.369,beta,1177.54
437.37,10.2,25.656,beta,1135.42
533.1,36.1,80.636,gamma,993.93
655.77,2.8,27.771,gamma,900.12
682.02,24.4,58.404,alpha,733.65
556.78,7.4,57.971,beta,717.1
617.05,16.1,-4.191,gamma,1086.77
512.83,1.5,36.512,gamma,986.39
,9.7,14.506,beta,896.12
7955.569089739747,12.8,11.953,alpha,1166.2
503.8,18.2,62.046,beta,949.88
493.06,64.5,-8.745,gamma,771.71
122.89,31.8,96.599,alpha,933.38
420.5,7.6,33.493,beta,1205.16
511.24,4.9,22.868,beta,744.12
443.73,5.9,91.197,alpha,1052.32
450.64,43.4,43.534,beta,986.14
597.6,2.8,57.576,gamma,809.8
284.21,49.1,66.544,beta,926.66
174.39,16.2,,gamma,607.08
430.37,5.4,4.272,beta,1027.41
652.82,26.0,-1.018,gamma,658.82
837.51,4.6,99.308,beta,1268.11
656.43,15.6,-9.023,gamma,977.01
206.35,6.8,67.901,alpha,857.05
453.53,8.9,57.217,beta,1290.14
551.33,,50.781,alpha,742.04
,12.8,76.441,alpha,813.08
,0.2,99.172,alpha,542.69
316.59,,-4.843,alpha,1327.38
512.99,8.1,57.598,alpha,1468.22
584.06,2.5,68.846,gamma,581.6
665.13,12.8,23.653,beta,796.06
338.86,6.8,88.215,gamma,1017.45
430.97,15.6,40.269,gamma,871.08
40.76,0.1,8.093,gamma,992.17
375.71,35.2,83.985,beta,970.6
395.12,3.8,93.722,gamma,1101.89
296.08,6.3,0.947,beta,759.76
533.12,6.7,72.685,beta,1048.16
,3.7,13.652,gamma,720.97
48.16,6.7,-9.261,alpha,897.04
543.1,7.2,18.668,alpha,565.81
314.34,0.0,84.04,alpha,898.86
597.14,5.3,5.53,gamma,856.82
,0.5,4.374,beta,1235.89
506.0,14.5,71.295,alpha,985.18
443.37,12.9,34.7,gamma,1030.63
560.62,10.9,6.333,alpha,994.39
524.94,8.4,15.3,alpha,467.72
448.97,9.5,77.406,beta,500.76
192.75,27.1,58.56,gamma,920.33
204.56,2.8,73.702,gamma,1069.64
383.22,10.6,0.755,gamma,941.28
498.34,49.1,40.391,gamma,783.99
378.35,7.2,77.682,alpha,939.92
625.04,3.0,19.237,beta,918.23
444.16,5.3,8.611,gamma,1194.75
307.0,6.0,31.996,gamma,1180.75
444.38,6.5,26.672,beta,861.65
545.17,1.8,10.402,alpha,987.52
,8.7,,gamma,1069.05
875.68,13.2,43.141,beta,1106.16
366.22,1.4,56.888,beta,1413.15
,2.4,3.322,gamma,992.96
585.22,5.4,57.104,beta,1292.19
495.32,12.6,51.085,beta,709.98
399.88,2.8,92.512,alpha,840.58
190.15,5.3,35.355,alpha,466.04
397.83,19.5,,beta,1037.83
285.26,33.4,23.46,gamma,1161.88
154.68,4.3,53.683,gamma,361.15
340.86,2.7,91.967,beta,1047.07
290.58,4.9,58.758,gamma,1151.05
616.76,12.3,68.227,alpha,1136.81
620.22,1.0,86.358,gamma,701.03
319.22,0.4,91.797,beta,1193.28
447.95,47.9,12.91,alpha,1002.33
128.35,,11.542,alpha,1147.76
401.13,11.1,50.552,gamma,968.54
579.8,,99.507,beta,1095.26
664.99,5.9,43.917,alpha,1277.31
7976.416506986274,0.2,26.4,gamma,948.99
710.37,13.9,49.099,alpha,1071.03
196.86,1.5,-2.916,beta,1312.44
250.47,2.0,9.493,gamma,966.69
641.93,8.7,6.381,alpha,718.65
834.22,8.9,-6.929,gamma,1169.01
598.69,37.9,69.443,gamma,1358.72
491.93,0.8,25.802,gamma,1322.2
60.96,6.1,8.539,gamma,1178.75
95.51,,,gamma,413.96
525.88,1.3,25.579,alpha,841.04
428.39,19.9,33.232,alpha,853.85
278.83,1.7,24.708,alpha,1011.22
513.11,7.4,-9.562,alpha,1422.07
523.03,12.9,65.716,beta,729.86
688.88,3.2,2.176,alpha,1560.55
527.32,2.8,14.106,beta,904.42
745.68,8.8,10.935,beta,808.27
501.6,4.1,26.45,beta,1211.3
6645.371303642162,20.6,,beta,1231.08
712.86,13.4,28.165,alpha,1162.49
304.31,0.2,16.759,alpha,807.64
1062.89,3.4,,gamma,1125.51
575.05,5.2,85.762,beta,741.61
576.17,2.7,23.614,beta,800.69
605.02,,0.481,beta,976.28
875.43,35.1,47.368,beta,795.01
658.5,1.5,3.56,gamma,1263.19
178.99,4.8,75.04,beta,855.46
780.69,,-3.226,beta,944.89
431.82,2.2,,gamma,779.95
521.43,24.0,93.821,alpha,1259.4
244.15,3.5,7.487,gamma,833.47
605.24,13.8,12.151,beta,1285.5
369.73,5.8,56.051,alpha,1267.14
520.03,,97.784,gamma,888.51
443.18,1.5,32.442,gamma,1007.42
885.0,4.1,61.351,alpha,881.57
896.45,7.6,6.755,gamma,1136.43
,4.2,60.554,alpha,951.38
512.8,11.5,17.793,alpha,895.63
,3.2,57.462,gamma,1011.54
721.2,17.3,-0.247,gamma,604.45
434.22,3.3,47.747,gamma,981.04
415.73,36.9,16.115,beta,1162.4
695.72,16.2,64.988,alpha,1034.51
,12.8,72.244,beta,1237.91
492.45,4.2,83.296,beta,905.68
183.74,0.6,99.163,alpha,885.18
640.84,6.1,40.529,beta,720.67
888.17,3.6,63.765,alpha,898.56
644.25,0.4,-7.973,alpha,1491.47
792.36,11.7,89.56,alpha,1068.89
330.78,19.4,57.732,alpha,853.62
547.26,4.7,36.348,alpha,748.46
311.37,0.6,,gamma,600.37
454.45,0.3,73.38,gamma,792.4
654.44,49.3,81.682,beta,1189.8
520.36,30.4,78.869,beta,893.24
217.47,2.0,46.164,alpha,760.46
236.99,14.7,30.826,gamma,787.95
223.77,3.6,94.009,gamma,1162.37
598.29,0.2,59.762,gamma,979.68
8342.109450898959,8.3,49.802,beta,843.2
772.49,4.0,55.815,alpha,922.9
120.8,2.8,59.285,beta,1551.47
784.22,5.2,68.438,beta,1304.91
687.28,2.5,50.85,alpha,1367.16
190.94,2.6,86.289,alpha,561.97
439.36,2.8,84.569,alpha,962.22
719.1,1.3,38.648,gamma,838.8
610.09,0.4,8.539,alpha,1135.96
238.18,6.4,53.432,gamma,1264.95
622.15,12.6,58.281,gamma,1081.61
72.5,0.3,47.572,alpha,781.88
455.44,12.9,87.964,beta,834.75
727.59,7.4,0.232,alpha,1155.14
503.68,0.0,21.616,gamma,1180.02
400.21,1.4,85.237,beta,1035.24
677.87,2.0,93.335,alpha,1032.45
694.95,2.5,36.852,gamma,1012.53
762.01,9.1,11.191,gamma,1067.27
674.87,2.4,36.236,gamma,1178.99
716.27,5.0,40.178,beta,1157.54
646.58,30.7,47.153,gamma,1005.9
553.11,53.7,20.179,beta,987.74
9014.528637066218,8.7,24.389,beta,978.18
452.55,2.7,62.115,beta,804.92
257.53,2.9,58.397,alpha,801.74
308.94,5.9,62.831,beta,1135.99
443.6,5.7,,gamma,821.78
548.29,3.2,27.01,alpha,1203.48
788.16,26.4,28.669,beta,987.16
491.64,7.1,94.629,alpha,1204.9
700.7,7.3,33.477,beta,1159.24
715.86,45.2,56.675,gamma,1210.73
453.71,11.6,47.513,gamma,880.91
618.94,21.6,86.384,alpha,1102.22
451.29,7.1,30.603,gamma,1184.47
764.43,,37.756,alpha,612.17
627.17,3.2,82.707,alpha,1425.42
261.9,0.1,7.705,gamma,1566.49
532.3,20.0,55.372,alpha,1236.82
829.62,,33.99,alpha,1201.47
463.75,11.0,98.437,alpha,1147.19
589.54,8.4,69.352,beta,919.14
609.18,1.7,-8.839,beta,972.46
292.68,3.2,82.342,gamma,1241.1
9080.830837312467,,67.35,gamma,756.7
