amount,tenure,score,group,target,outlier
61.49,4.9,66.495,alpha,946.73,0
390.39,4.1,-6.891,gamma,594.18,0
746.38,2.0,41.593,beta,948.82,0
610.62,9.0,-4.251,alpha,1188.35,0
549.78,11.3,26.356,beta,1150.5,0
701.73,7.3,-8.287,gamma,926.68,0
596.89,3.2,41.601,alpha,635.81,0
743.55,3.0,74.372,gamma,1161.11,0
683.88,0.1,1.024,alpha,1104.87,0
804.34,12.6,70.874,gamma,1210.85,0
571.76,34.8,54.261,alpha,931.47,0
681.05,14.5,45.507,alpha,578.91,0
438.57,21.8,55.943,alpha,1133.44,0
379.71,3.8,26.949,gamma,997.71,0
501.44,12.0,68.137,beta,1347.92,0
543.24,0.1,44.434,gamma,1007.18,0
660.98,9.8,75.605,alpha,988.63,0
524.75,36.7,44.434,gamma,1104.31,0
382.7,5.8,61.93,gamma,850.77,0
502.2,6.0,6.291,beta,838.72,0
787.2,7.6,44.496,gamma,975.53,0
611.05,16.4,-9.711,alpha,769.9,1
157.71,1.5,11.295,alpha,942.73,0
456.95,11.8,59.491,alpha,1484.89,0
856.46,21.2,86.18,alpha,1260.66,1
492.29,6.3,-4.607,gamma,1077.01,0
139.9,9.1,43.3885,beta,1387.92,0
878.61,26.8,60.045,beta,793.78,1
636.48,10.9,92.563,gamma,1622.61,0
486.0,1.5,62.066,gamma,884.87,0
501.44,14.8,1.334,beta,1500.95,0
716.47,3.0,6.142,beta,1499.85,0
391.6,9.6,59.934,alpha,561.69,0
729.65,12.2,13.718,gamma,1366.77,0
608.44,7.7,92.114,gamma,929.02,0
548.94,3.3,91.276,beta,858.01,0
529.1,29.6,94.352,beta,1131.16,1
465.01,12.5,22.225,gamma,748.02,0
709.13,8.7,68.864,beta,1125.5,0
326.93,4.9,62.932,beta,764.8,0
175.61,26.7,44.434,gamma,1044.27,0
622.89,10.3,19.212,beta,1333.84,0
626.25,39.8,12.744,gamma,1096.63,1
596.05,6.7,30.789,alpha,910.05,0
581.55,20.8,94.836,beta,1135.35,0
435.89,17.3,83.016,beta,648.38,0
657.5,8.5,22.277,alpha,790.28,0
490.89,12.3,48.303,gamma,892.43,0
402.58,30.8,11.149,beta,1196.71,0
437.62,2.6,20.518,gamma,1101.45,0
904.13,0.2,-2.85,alpha,1133.79,1
153.0,6.9,60.687,beta,993.15,0
599.96,2.0,62.261,beta,802.98,0
164.18,2.6,82.235,beta,1372.03,0
478.35,31.4,85.871,alpha,825.55,1
413.27,6.5,7.607,alpha,1104.76,0
82.99,2.1,71.735,beta,971.97,0
577.81,10.8,4.818,alpha,1140.75,0
423.99,0.0,31.109,gamma,848.63,0
80.16,3.5,46.709,beta,1263.17,0
667.91,6.2,-4.558,gamma,1344.57,0
787.0,12.7,7.244,alpha,1247.83,0
492.29,26.5,19.823,gamma,1039.41,0
571.79,0.3,4.03,beta,891.22,0
509.21,6.8,92.751,alpha,1705.53,0
765.63,2.0,21.715,gamma,752.09,0
836.48,15.2,45.129,alpha,1220.31,0
726.71,9.1,99.619,alpha,1083.2,1
311.69,4.6,52.331,beta,984.37,0
540.27,2.1,35.265,gamma,1046.29,0
587.9,12.5,92.277,alpha,872.45,0
138.08,5.7,14.475,beta,1106.76,0
593.87,16.3,9.745,alpha,1079.21,0
515.645,9.5,48.89,alpha,1669.41,0
627.99,4.9,37.003,gamma,1267.71,0
794.68,24.1,77.668,alpha,1128.97,0
536.58,12.4,-5.379,beta,1143.89,0
501.44,16.4,57.95,beta,1459.88,0
576.25,8.9,68.175,alpha,757.39,0
492.29,11.0,96.911,gamma,954.32,0
307.24,10.6,43.3885,beta,523.22,0
753.26,6.4,17.087,beta,1139.69,0
774.47,4.3,44.434,gamma,1212.04,0
301.78,25.0,59.369,beta,751.1,0
693.6,4.7,-5.815,gamma,1358.77,0
482.61,1.5,-1.492,alpha,820.28,0
567.96,6.2,76.398,alpha,914.38,0
592.04,12.1,52.422,alpha,1029.89,0
698.87,20.4,52.196,beta,1398.55,0
516.54,9.6,86.785,gamma,785.45,0
782.03,16.7,16.521,gamma,1072.81,0
561.88,25.8,7.647,beta,1193.71,0
624.84,20.0,57.519,alpha,1142.12,0
333.35,4.7,87.067,beta,1151.35,0
931.73,21.9,19.178,beta,1190.38,1
593.96,8.4,64.942,beta,861.32,0
642.6,3.7,6.762,gamma,1421.94,0
501.44,3.1,8.91,beta,972.21,0
335.46,26.0,89.166,gamma,939.04,1
747.58,12.8,2.976,beta,1336.91,0
515.645,8.0,-7.322,alpha,842.36,0
117.24,20.7,75.243,alpha,1080.07,1
707.66,0.5,29.876,gamma,819.29,0
391.24,1.5,33.632,beta,1629.81,0
782.26,19.0,77.984,alpha,1577.16,0
482.43,12.0,9.793,alpha,972.44,0
540.94,0.5,61.536,alpha,1129.96,0
735.79,0.7,24.488,gamma,1001.3,0
320.5,8.2,1.47,alpha,912.85,0
301.43,4.0,65.625,alpha,1029.91,0
460.7,5.4,25.053,beta,989.85,0
665.43,21.2,85.326,beta,619.83,0
233.82,14.5,91.094,alpha,1065.76,0
166.39,12.2,83.396,alpha,989.43,0
664.74,15.0,25.459,gamma,1078.05,0
379.4,7.4,16.024,alpha,980.62,0
7585.3280593173295,7.4,44.434,gamma,909.92,1
128.64,23.4,39.824,beta,1218.73,0
364.2,0.5,67.851,alpha,1133.28,0
515.645,13.5,80.988,alpha,1349.01,0
492.29,1.9,20.546,gamma,1123.68,0
345.75,12.8,3.101,beta,950.6,0
831.48,1.0,58.731,gamma,1154.19,0
363.09,56.1,54.921,gamma,504.85,1
363.38,19.9,19.722,alpha,1525.92,0
807.47,1.8,54.318,alpha,1068.6,0
542.29,10.2,76.939,gamma,1546.11,0
5982.130678089304,46.9,28.501,alpha,782.66,1
468.97,4.8,16.655,gamma,720.59,0
770.61,14.3,69.75,alpha,1091.46,0
492.29,53.0,76.446,gamma,1090.63,1
336.64,14.7,94.972,gamma,1084.56,0
491.51,3.6,6.234,beta,1046.46,0
518.03,16.4,44.434,gamma,842.97,0
302.75,11.6,44.434,gamma,628.66,0
488.86,1.5,67.209,gamma,1070.79,0
501.06,4.5,24.436,gamma,679.35,0
728.04,0.9,-7.559,beta,655.75,1
741.49,2.8,45.831,alpha,904.84,0
434.16,5.8,21.435,gamma,1107.66,0
457.21,0.5,21.88,alpha,1496.94,0
632.86,10.3,91.985,beta,1244.81,0
382.96,3.0,6.827,beta,1358.3,0
617.73,9.9,92.766,beta,1163.42,0
482.42,14.2,45.419,beta,1091.71,0
306.12,9.3,82.211,beta,1626.45,0
308.63,10.4,21.195,alpha,669.29,0
789.41,2.4,59.731,gamma,896.69,0
468.72,50.6,51.225,alpha,916.21,1
828.07,4.5,91.658,beta,1223.39,0
397.27,3.6,9.723,gamma,755.31,0
558.24,27.2,12.503,beta,1190.86,0
978.54,16.2,94.386,gamma,1144.91,1
288.52,1.9,0.776,beta,1203.34,0
120.44,0.7,59.815,alpha,1198.81,0
757.32,4.6,-3.338,gamma,1384.58,0
334.64,46.2,-1.531,alpha,987.7,1
495.86,18.8,55.686,gamma,1132.54,0
382.82,8.5,50.65,alpha,815.86,0
492.29,0.2,53.033,gamma,758.8,0
309.89,5.1,42.102,alpha,1441.21,0
464.01,4.3,71.66,gamma,796.97,0
589.96,35.0,99.141,beta,1160.33,1
298.34,0.3,20.336,alpha,1132.76,0
359.98,0.2,25.578,alpha,1293.75,0
430.52,13.2,25.535,alpha,585.45,0
214.24,1.6,73.96,gamma,1222.8,0
415.49,5.8,28.282,beta,985.49,0
523.76,1.2,64.441,alpha,850.02,0
420.09,2.4,39.048,alpha,937.3,0
445.72,5.0,56.859,alpha,1259.19,0
496.02,11.1,81.192,alpha,1182.81,0
368.85,16.3,46.546,gamma,968.02,0
638.21,8.4,42.269,beta,715.22,0
787.2,0.3,19.367,beta,732.86,0
407.12,6.0,46.75,alpha,1188.26,0
597.04,2.2,18.865,beta,680.56,0
452.08,2.3,82.793,beta,970.46,0
573.1,7.6,32.775,alpha,1670.27,0
813.16,16.0,4.202,beta,1114.89,0
601.73,3.0,16.396,beta,1185.56,0
145.32,18.3,48.804,gamma,734.74,0
590.8,16.2,90.792,beta,693.17,0
746.57,31.1,23.062,alpha,1198.96,1
455.68,23.6,19.082,gamma,929.41,0
699.13,8.6,34.722,beta,1293.41,0
5302.193924890797,2.6,96.453,beta,1035.78,1
202.89,13.7,82.974,gamma,1889.09,0
492.29,36.6,6.463,gamma,881.92,1
148.7,24.5,57.513,alpha,1097.28,0
452.05,4.6,77.105,beta,801.46,0
757.37,43.5,74.481,alpha,1283.02,1
118.05,3.2,43.773,gamma,1135.13,0
244.1,9.2,70.501,alpha,784.7,0
293.59,7.7,54.195,gamma,945.68,0
487.34,23.4,12.159,alpha,1367.96,0
426.86,7.1,-3.834,beta,1337.93,0
779.83,15.9,30.645,alpha,671.4,0
690.87,5.8,-3.187,gamma,908.51,0
599.05,2.5,33.451,beta,1480.35,0
529.13,19.2,81.177,beta,983.21,0
578.65,8.9,82.872,beta,1070.86,0
327.6,19.5,-6.252,alpha,1281.73,1
671.44,9.1,-2.351,beta,691.96,0
277.59,5.0,63.685,gamma,790.08,0
667.08,5.8,45.0,beta,944.08,0
737.23,55.8,6.429,alpha,1326.16,1
542.17,25.7,78.608,gamma,1279.94,0
464.76,23.1,13.815,beta,1204.94,0
580.06,17.5,-1.404,alpha,990.21,0
72.3,2.2,72.446,alpha,1307.39,0
560.45,12.4,56.894,alpha,986.84,0
477.33,8.4,33.389,alpha,1169.49,0
489.87,11.3,66.2,gamma,1253.01,0
641.31,6.3,50.267,alpha,1449.21,0
485.05,24.1,-6.24,alpha,1010.92,1
271.96,16.5,50.267,alpha,934.35,0
471.72,12.1,13.998,alpha,1348.77,0
513.51,5.7,42.155,alpha,1367.96,0
522.99,7.5,36.638,beta,889.16,0
532.38,8.2,32.898,alpha,748.74,0
707.87,0.0,10.939,gamma,1329.76,0
282.79,8.5,78.291,beta,614.57,0
535.14,16.2,31.747,alpha,601.8,0
757.99,19.5,87.592,beta,957.93,0
153.08,6.5,29.014,alpha,1025.61,0
535.93,5.9,82.368,gamma,735.01,0
501.44,45.9,49.891,beta,1055.47,1
425.86,2.2,32.419,gamma,1066.62,0
319.04,7.5,67.444,beta,879.9,0
466.09,7.6,76.532,alpha,1508.37,0
868.25,12.5,43.096,alpha,1107.44,0
247.11,10.4,36.796,beta,1282.12,0
266.08,10.4,53.516,gamma,635.95,0
239.61,5.6,54.368,beta,633.79,0
845.48,17.1,36.803,gamma,1115.02,0
407.53,19.5,73.343,beta,1463.71,0
494.87,18.8,33.969,alpha,747.52,0
419.44,7.4,39.83,beta,1035.84,0
311.12,10.9,56.585,alpha,691.23,0
452.97,3.2,98.553,gamma,820.34,0
991.65,8.2,18.675,alpha,1048.28,0
778.41,10.9,15.515,beta,876.85,0
329.41,7.0,9.458,beta,673.62,0
629.51,40.4,65.839,beta,668.02,1
333.7,3.6,39.4,beta,528.5,0
144.73,0.6,32.747,gamma,1119.15,0
703.9,38.0,12.45,gamma,1149.4,1
732.02,23.4,50.267,alpha,1148.14,0
709.21,1.7,38.749,gamma,772.71,0
492.29,6.6,56.846,gamma,1251.49,0
466.64,2.1,2.378,gamma,1176.69,0
649.95,10.5,1.877,gamma,1001.82,0
578.3,2.0,-2.591,gamma,960.79,0
421.27,11.6,30.408,alpha,837.72,0
176.19,4.4,42.018,gamma,1048.04,0
522.78,31.8,16.904,gamma,1404.31,0
715.8,7.3,28.465,alpha,1284.46,0
260.48,11.8,-9.311,gamma,935.95,1
627.75,4.2,28.62,gamma,1134.66,0
566.31,7.6,3.109,beta,724.64,0
650.03,0.6,4.122,gamma,1182.52,0
674.4,4.0,-9.504,alpha,792.29,0
361.11,10.1,66.602,gamma,1172.56,0
176.61,3.5,92.441,gamma,1742.27,0
393.3,8.2,58.37,alpha,857.5,0
677.83,0.4,0.582,beta,1730.7,0
391.6,5.9,98.861,beta,1122.66,0
361.19,24.4,97.314,alpha,812.59,1
135.73,14.9,41.506,gamma,801.14,0
850.53,41.0,1.866,beta,1591.24,1
515.645,14.8,69.281,alpha,1123.25,0
653.98,5.5,95.762,beta,858.46,0
693.55,23.1,75.657,alpha,949.13,0
615.34,16.9,58.662,alpha,1107.69,0
451.13,7.7,57.192,gamma,997.82,0
467.25,60.5,97.571,gamma,1086.47,1
414.49,36.6,-1.957,alpha,1443.4,1
1026.95,1.5,6.451,alpha,718.01,1
611.18,37.6,81.389,gamma,1161.16,1
407.24,9.8,5.962,beta,981.78,0
593.1,12.1,32.163,alpha,875.24,0
297.83,17.2,20.965,gamma,1268.04,0
800.9,2.1,16.779,alpha,634.64,0
367.79,8.9,-7.171,alpha,408.39,0
501.44,2.2,52.288,beta,1056.13,0
713.2,6.8,44.434,gamma,965.46,0
501.44,1.2,50.675,beta,661.79,0
518.89,7.4,23.496,beta,572.36,0
502.16,2.5,93.561,alpha,1482.66,0
488.71,8.6,55.048,beta,1115.75,0
384.66,12.7,95.733,gamma,1004.91,0
410.1,8.4,28.501,beta,1548.81,0
795.92,11.0,-9.748,alpha,1255.52,1
478.29,13.1,75.939,gamma,1442.32,0
342.84,0.2,81.012,alpha,705.01,0
396.74,11.5,-3.543,gamma,695.65,0
720.07,6.5,58.791,gamma,1154.27,0
635.12,10.7,62.712,alpha,1103.62,0
612.07,3.2,6.031,alpha,1312.42,0
448.5,6.5,50.778,beta,592.3,0
614.67,25.5,16.752,gamma,1175.9,0
371.29,11.5,-8.19,beta,1247.32,0
448.08,19.9,85.36,alpha,1234.04,0
693.96,8.4,44.086,gamma,898.33,0
674.86,1.7,75.987,alpha,1129.65,0
303.62,0.0,69.518,gamma,806.09,0
492.29,8.2,99.308,gamma,926.76,0
521.74,10.0,38.175,beta,739.27,0
845.23,4.6,37.031,alpha,810.33,0
116.89,9.5,44.434,gamma,939.76,0
555.67,18.4,58.766,gamma,877.27,0
224.79,8.4,43.472,beta,810.3,0
373.13,15.0,70.164,alpha,675.1,0
427.11,37.4,29.216,alpha,1490.27,1
415.9,21.2,4.393,alpha,874.86,0
393.24,5.9,84.868,beta,1082.49,0
501.44,3.1,43.3885,beta,560.26,0
392.95,8.4,28.61,beta,1339.41,0
207.51,23.9,65.939,beta,1041.79,0
655.97,13.3,44.164,beta,889.03,0
650.57,32.4,73.707,alpha,891.21,1
668.63,34.3,32.915,beta,1217.35,1
191.85,8.0,48.92,gamma,261.73,0
492.29,18.4,-3.64,gamma,793.95,0
635.2,8.1,9.24,gamma,970.23,0
293.76,0.0,75.994,gamma,967.35,0
501.83,67.3,31.972,alpha,1626.33,1
515.645,10.9,-6.138,alpha,915.6,0
868.43,7.8,8.44,beta,1247.56,0
884.9,1.1,35.276,beta,1452.91,0
167.13,7.7,68.97,gamma,1167.65,0
998.79,3.9,29.983,gamma,831.55,0
316.95,14.8,71.97,gamma,678.88,0
696.13,25.5,84.387,alpha,1186.36,0
694.1,0.9,27.525,gamma,1411.26,0
300.86,12.2,78.041,gamma,1136.49,0
598.65,1.1,3.957,gamma,1308.36,0
478.49,4.9,35.681,beta,1647.99,0
610.87,62.5,0.732,alpha,1209.34,1
546.13,12.0,50.267,alpha,724.84,0
739.27,8.4,-2.902,gamma,1012.77,0
515.08,26.3,1.523,gamma,1342.55,0
466.43,14.6,81.93,gamma,937.81,0
719.21,3.5,49.804,beta,1376.43,0
616.08,9.9,94.213,beta,983.27,0
646.36,10.3,49.18,alpha,1083.59,0
367.08,10.4,59.158,beta,912.31,0
290.95,4.9,10.293,alpha,1039.88,0
386.46,13.0,49.464,gamma,1053.11,0
375.84,6.8,32.383,gamma,597.86,0
657.24,30.0,92.458,alpha,889.6,1
695.2,3.8,92.731,gamma,691.7,0
468.97,13.4,11.835,gamma,898.22,0
786.18,12.8,58.214,beta,801.21,0
773.69,5.6,60.199,beta,1252.96,0
548.68,2.5,51.879,alpha,1255.85,0
335.62,1.1,3.676,gamma,1140.07,0
815.08,12.2,61.942,alpha,683.09,0
487.8,6.5,77.899,gamma,975.47,0
525.23,7.6,27.975,beta,663.2,0
432.08,6.0,46.601,gamma,963.18,0
322.04,1.7,2.796,beta,1161.86,0
206.27,7.3,92.376,gamma,1248.03,0
626.57,0.2,2.049,beta,1118.21,0
343.32,5.5,12.921,beta,1314.62,0
1111.91,8.7,22.833,beta,1064.94,1
282.79,28.4,80.837,gamma,941.61,1
248.52,1.7,67.072,beta,1218.42,0
602.03,10.8,-9.228,beta,1226.62,0
805.86,8.4,10.192,beta,868.96,0
512.92,19.6,72.517,beta,1094.75,0
614.45,3.2,34.422,beta,926.42,0
131.29,6.3,-7.117,beta,497.85,1
364.5,15.0,96.031,alpha,1110.03,0
285.28,4.9,6.636,gamma,676.37,0
6342.850530715206,19.0,46.151,beta,1082.06,1
5903.943452061209,0.8,17.315,gamma,616.17,1
51.43,3.4,71.122,beta,820.08,0
235.56,0.3,75.44,beta,891.6,0
392.56,15.7,33.694,beta,1300.43,0
333.74,6.2,62.429,gamma,866.62,0
579.28,10.5,89.998,alpha,731.26,0
561.12,1.1,79.629,beta,1091.09,0
678.76,10.1,35.639,alpha,945.76,0
650.48,3.8,38.562,gamma,1197.64,0
728.16,12.7,87.557,beta,747.03,0
499.62,4.2,-6.219,gamma,1052.71,0
560.69,5.8,-7.491,alpha,1617.39,0
602.3,6.2,50.267,alpha,940.18,0
528.33,67.0,81.038,beta,1046.68,1
420.56,23.7,6.853,alpha,584.74,0
433.51,0.2,21.381,beta,786.76,0
336.49,4.9,59.198,alpha,1114.93,0
584.32,26.1,10.267,alpha,917.53,0
481.2,8.2,23.343,alpha,1153.61,0
367.37,8.4,43.3885,beta,1106.23,0
367.55,3.0,15.092,gamma,670.49,0
257.92,1.1,99.166,beta,1253.83,1
695.77,3.5,7.979,alpha,689.33,0
515.72,38.1,83.493,alpha,808.77,1
327.44,9.8,41.711,gamma,1057.37,0
661.71,6.5,4.204,gamma,1391.76,0
387.91,11.9,3.033,beta,749.03,0
218.7,13.6,45.033,beta,1036.92,0
704.24,13.7,28.887,beta,1039.01,0
392.58,4.9,15.806,gamma,1164.34,0
418.22,59.2,95.483,gamma,1296.01,1
508.24,3.0,40.972,alpha,898.98,0
7278.066373654966,25.0,92.169,beta,1252.96,1
504.01,6.6,8.04,gamma,1332.58,0
260.18,10.4,10.181,beta,1445.99,0
608.78,11.8,55.563,gamma,1125.48,0
403.0,2.1,19.686,gamma,1039.36,0
877.58,3.9,10.343,alpha,881.35,0
499.78,12.8,0.415,beta,635.25,0
52.99,20.4,-1.61,beta,930.51,1
571.47,10.6,72.849,alpha,1028.08,0
888.92,29.1,21.038,beta,972.63,1
815.18,7.2,97.626,alpha,1149.43,1
866.19,5.6,10.143,beta,636.46,0
296.05,21.0,28.989,beta,954.51,0
682.43,0.5,31.24,beta,1498.69,0
501.44,20.2,45.017,beta,1248.9,0
492.29,3.5,85.77,gamma,1154.05,0
492.29,11.6,81.825,gamma,1097.67,0
371.11,0.2,-8.905,gamma,908.64,1
364.75,4.7,35.018,alpha,561.48,0
679.71,34.4,81.073,gamma,1114.28,1
660.14,14.4,-9.978,gamma,387.89,1
555.36,4.0,48.7,gamma,918.61,0
229.92,2.4,18.542,gamma,999.09,0
7764.459179509566,6.1,44.434,gamma,888.2,1
350.78,2.9,36.234,gamma,1542.85,0
673.94,25.9,33.093,gamma,1456.09,0
735.64,12.4,88.115,beta,1258.2,0
711.28,8.4,49.011,beta,768.67,0
348.96,27.5,89.412,beta,1480.35,1
492.29,12.0,69.942,gamma,1154.74,0
146.61,60.5,28.623,beta,764.51,1
784.33,5.3,44.292,beta,1008.18,0
419.75,11.4,32.884,gamma,1239.64,0
349.86,3.2,81.143,alpha,850.28,0
828.53,9.4,10.636,gamma,1035.13,0
753.03,6.8,93.005,beta,1079.12,0
504.89,2.4,53.847,gamma,724.79,0
441.32,3.8,57.293,alpha,932.48,0
473.58,5.3,46.848,alpha,743.63,0
545.43,8.5,50.995,gamma,1217.17,0
820.01,14.5,63.444,gamma,772.99,0
584.49,5.0,62.054,beta,1072.95,0
645.21,3.1,43.3885,beta,652.46,0
733.85,23.7,54.068,beta,716.64,0
266.06,33.4,29.009,beta,704.53,1
650.97,7.3,60.073,alpha,927.61,0
441.09,7.3,50.262,beta,1045.1,0
3.22,0.7,9.765,beta,1091.19,1
74.37,3.8,50.267,alpha,556.94,0
296.38,3.4,40.271,beta,957.84,0
606.24,10.1,50.659,gamma,812.36,0
522.76,1.6,63.991,gamma,1133.54,0
536.87,4.8,61.816,beta,933.09,0
890.19,15.4,72.382,beta,979.79,1
246.18,13.5,12.743,alpha,813.76,0
494.51,4.3,2.143,beta,1431.16,0
560.89,1.7,63.61,beta,679.11,0
352.75,4.7,15.958,alpha,900.07,0
505.67,8.5,2.607,alpha,1026.9,0
180.01,9.3,4.436,beta,937.16,0
781.98,1.2,24.408,gamma,809.02,0
363.68,5.6,99.097,beta,547.08,0
906.28,22.4,7.299,gamma,827.12,1
493.51,34.8,44.434,gamma,760.15,0
705.61,35.6,91.281,gamma,1419.81,1
489.34,1.0,95.964,gamma,1566.17,0
493.85,31.6,15.173,beta,987.3,0
383.19,19.1,44.434,gamma,648.81,0
523.82,12.5,5.281,alpha,1184.51,0
515.645,7.9,73.769,alpha,754.73,0
343.15,3.3,-8.569,beta,862.71,1
474.99,10.7,34.728,alpha,842.79,0
377.98,1.5,17.207,gamma,874.87,0
959.93,0.8,67.441,gamma,911.32,1
8316.090627254132,30.2,-8.234,alpha,671.62,1
809.05,3.4,41.139,gamma,824.5,0
7580.240040024185,27.9,66.64,alpha,1254.99,1
551.86,2.1,-4.862,alpha,991.61,0
235.73,3.6,88.714,gamma,1031.33,0
410.59,2.5,29.732,gamma,441.94,0
542.11,6.5,8.179,gamma,1236.95,0
817.2,23.3,14.801,beta,828.62,1
544.4,28.2,27.28,beta,1280.99,0
776.74,8.0,11.821,alpha,1038.57,0
628.15,13.3,46.164,gamma,859.49,0
825.48,7.7,59.622,gamma,580.55,0
488.19,1.1,37.677,beta,1543.71,0
978.04,19.9,36.974,gamma,1200.81,1
402.92,6.2,75.987,beta,1215.77,0
346.71,17.0,23.112,gamma,1454.71,0
257.99,6.5,58.505,beta,1056.02,0
966.2,8.2,88.221,alpha,1338.1,1
663.89,11.7,14.367,beta,880.36,0
433.18,7.3,58.189,beta,1184.39,0
749.8,6.0,94.277,alpha,842.48,0
637.54,6.0,48.277,gamma,874.04,0
893.23,1.8,97.459,alpha,1024.25,1
492.29,14.5,24.105,gamma,683.15,0
446.93,2.0,52.072,gamma,1082.36,0
407.5,2.8,24.214,beta,922.01,0
105.26,6.5,-9.591,beta,503.11,1
712.07,6.6,99.704,beta,885.58,1
445.92,5.7,44.434,gamma,913.74,0
647.93,20.9,97.041,alpha,1213.21,1
971.95,8.4,61.834,beta,1071.3,0
429.35,25.1,89.433,beta,1361.87,0
415.77,10.7,96.392,alpha,1130.03,0
523.73,9.8,52.461,gamma,861.51,0
697.45,11.4,99.966,beta,985.41,1
386.66,2.8,74.406,alpha,912.99,0
373.81,11.0,47.62,alpha,1121.99,0
711.44,19.8,62.044,alpha,1014.96,0
575.73,13.6,11.37,beta,842.86,0
91.05,1.1,43.3885,beta,1002.15,0
254.92,5.7,18.247,beta,1115.3,0
800.25,0.3,37.847,beta,748.39,0
501.44,5.4,15.086,beta,1079.25,0
347.56,1.9,43.3885,beta,605.33,0
465.92,7.4,62.374,alpha,1276.39,0
502.65,0.4,62.137,alpha,1131.8,0
492.29,32.7,88.314,gamma,1407.32,1
228.35,4.7,96.295,gamma,720.85,0
331.81,17.3,87.976,alpha,1283.36,0
554.59,3.0,58.219,alpha,1233.95,0
480.03,15.3,12.634,beta,954.44,0
9829.462312948934,5.2,93.78,beta,905.84,1
254.1,11.5,9.235,beta,728.71,0
571.43,32.9,6.657,beta,663.55,1
718.32,13.1,24.933,alpha,812.19,0
597.36,1.7,53.097,beta,686.06,0
527.82,26.9,64.962,gamma,1398.93,0
480.82,15.9,-8.538,beta,624.49,1
492.29,23.5,75.582,gamma,1037.22,0
485.6,27.3,9.252,gamma,1108.93,0
751.94,3.6,22.613,gamma,1089.37,0
476.19,4.8,25.43,beta,1111.32,0
7632.446882950904,17.2,26.569,beta,1236.6,1
401.55,0.7,73.64,beta,888.52,0
540.17,4.5,-5.496,alpha,1021.89,0
425.3,5.2,11.617,beta,926.61,0
597.06,24.2,-7.545,alpha,1325.63,1
604.57,34.2,75.613,beta,1524.97,1
677.8,1.9,98.209,alpha,701.52,0
784.71,8.3,62.55,beta,492.22,0
699.17,15.7,54.915,gamma,1142.28,0
313.15,5.0,89.887,beta,1267.59,0
319.29,9.1,18.045,gamma,1489.24,0
484.85,3.1,43.3885,beta,1184.47,0
409.76,17.5,46.097,gamma,1348.95,0
272.33,17.0,18.638,alpha,1415.02,0
411.66,6.8,39.619,gamma,1366.19,0
405.1,5.2,44.434,gamma,1220.29,0
365.63,3.7,25.072,gamma,679.45,0
436.84,8.2,43.496,alpha,997.91,0
735.69,9.7,31.817,gamma,1075.01,0
539.85,25.0,2.437,gamma,975.05,0
994.36,1.6,85.34,alpha,990.47,1
534.1,6.3,67.14,beta,1391.81,0
441.99,25.6,-5.456,beta,810.79,1
500.83,20.2,2.737,alpha,1199.76,0
551.3,15.6,0.617,beta,1079.11,0
587.05,0.2,-3.208,beta,785.62,0
915.34,13.5,-3.504,alpha,730.85,1
330.94,4.3,7.282,beta,574.67,0
671.81,17.2,83.266,beta,1121.39,0
541.55,3.0,81.106,gamma,984.19,0
185.78,0.0,76.146,alpha,793.56,0
654.14,8.4,57.618,gamma,530.97,0
753.52,4.1,69.584,gamma,1108.18,0
328.56,10.6,71.233,gamma,956.57,0
498.21,3.9,87.824,alpha,821.58,0
154.93,18.0,70.558,beta,758.99,0
248.24,8.3,71.011,beta,940.36,0
709.61,3.5,78.449,gamma,1117.5,0
406.72,15.2,51.199,gamma,917.5,0
278.24,28.6,13.433,beta,702.87,0
5730.935414503679,27.3,-0.7,alpha,985.47,1
395.52,45.7,36.095,gamma,1261.39,1
405.84,14.1,0.085,beta,1010.07,0
647.87,11.4,8.623,alpha,1017.11,0
267.65,0.9,44.434,gamma,918.58,0
318.93,3.0,23.023,gamma,777.58,0
501.44,4.4,96.7,beta,769.28,0
693.88,9.2,31.682,beta,584.54,0
747.63,20.7,16.498,beta,1295.31,0
366.99,7.3,34.379,alpha,1115.61,0
687.48,3.4,23.147,gamma,1020.62,0
343.17,6.0,44.434,gamma,1073.9,0
865.24,0.4,59.791,gamma,1084.88,0
273.25,3.7,-6.992,gamma,816.36,1
765.7,0.5,46.246,beta,918.68,0
368.7,8.8,-6.018,gamma,881.45,0
902.65,31.5,64.51,gamma,1627.86,1
618.26,6.5,92.939,alpha,1255.05,0
296.8,8.4,89.824,beta,1041.97,0
395.55,14.0,12.628,beta,1341.5,0
656.24,11.6,71.691,beta,1309.92,0
710.53,21.6,77.237,gamma,654.87,0
485.86,10.1,85.08,beta,944.29,0
6205.051499173049,11.7,18.556,alpha,995.92,1
651.67,5.0,39.592,alpha,1152.88,0
526.36,16.3,14.365,gamma,944.0,0
241.3,2.6,-7.326,gamma,975.37,1
337.41,15.0,62.491,beta,884.66,0
547.02,46.2,37.461,beta,1262.23,1
743.1,3.6,17.293,alpha,639.16,0
823.2,16.3,83.181,alpha,893.16,0
655.91,16.9,44.525,gamma,539.08,0
501.44,0.9,99.412,beta,742.59,0
649.76,13.4,77.269,alpha,1079.29,0
366.65,8.6,85.613,beta,1084.04,0
492.29,7.6,75.067,gamma,921.7,0
335.17,25.0,1.652,beta,1281.0,0
492.29,4.6,-2.847,gamma,1338.51,0
566.71,46.2,90.659,beta,982.69,1
537.1,8.5,5.202,beta,1062.61,0
